solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, fileNumber
4, 0, 0.0064, 0.0338, 1, 1, 1
4, 0, 0.0056, 0.0394, 1, 2, 2
4, 0, 0.0057, 0.0451, 1, 3, 3
4, 0, 0.0068, 0.0519, 1, 4, 4
4, 0, 0.0059, 0.0578, 1, 5, 5
4, 0, 0.0055, 0.0633, 1, 6, 6
4, 0, 0.0058, 0.0691, 1, 7, 7
4, 0, 0.0059, 0.0749, 1, 8, 8
4, 0, 0.0055, 0.0804, 1, 9, 9
4, 0, 0.005, 0.0854, 1, 10, 10
4, 0, 0.0058, 0.0913, 1, 11, 11
4, 0, 0.005, 0.0963, 1, 12, 12
4, 0, 0.0051, 0.1014, 1, 13, 13
4, 0, 0.0048, 0.1062, 1, 14, 14
4, 0, 0.005, 0.1112, 1, 15, 15
4, 0, 0.0062, 0.1174, 1, 16, 16
4, 0, 0.0054, 0.1228, 1, 17, 17
4, 0, 0.005, 0.1278, 1, 18, 18
4, 0, 0.006, 0.1338, 1, 19, 19
4, 0, 0.0051, 0.1388, 1, 20, 20
2, 1, 0.0076, 0.1465, 2, 1, 21
2, 0, 0.0099, 0.1563, 2, 2, 22
2, 0.0404, 0.013, 0.1693, 2, 3, 23
2, 0, 0.0079, 0.1773, 2, 4, 24
2, 0, 0.0082, 0.1855, 2, 5, 25
2, 0, 0.0082, 0.1937, 2, 6, 26
2, 0, 0.0086, 0.2024, 2, 7, 27
2, 0, 0.0126, 0.2149, 2, 8, 28
2, 0, 0.0083, 0.2232, 2, 9, 29
2, 0, 0.0084, 0.2316, 2, 10, 30
2, 0, 0.0158, 0.2473, 2, 11, 31
2, 0, 0.0088, 0.2562, 2, 12, 32
2, 0, 0.0087, 0.2649, 2, 13, 33
2, 0, 0.009, 0.2739, 2, 14, 34
2, 0, 0.01, 0.2838, 2, 15, 35
2, 0, 0.0091, 0.2929, 2, 16, 36
2, 0, 0.0089, 0.3018, 2, 17, 37
2, 0, 0.0108, 0.3127, 2, 18, 38
2, 0, 0.0105, 0.3232, 2, 19, 39
2, 0, 0.0098, 0.3329, 2, 20, 40
2, 1, 0.008, 0.341, 3, 1, 41
2, 0.6513, 0.0167, 0.3576, 3, 2, 42
2, 0.0202, 0.0199, 0.3775, 3, 3, 43
2, 0.1546, 0.0135, 0.391, 3, 4, 44
2, 0, 0.0132, 0.4042, 3, 5, 45
2, 0, 0.0084, 0.4126, 3, 6, 46
2, 0, 0.01, 0.4226, 3, 7, 47
2, 0, 0.0116, 0.4342, 3, 8, 48
2, 0, 0.0138, 0.4481, 3, 9, 49
2, 0, 0.0197, 0.4677, 3, 10, 50
2, 0, 0.0143, 0.4821, 3, 11, 51
2, 0, 0.0206, 0.5027, 3, 12, 52
2, 0, 0.0115, 0.5142, 3, 13, 53
2, 0, 0.0159, 0.5301, 3, 14, 54
2, 0, 0.024, 0.5541, 3, 15, 55
2, 0, 0.0117, 0.5658, 3, 16, 56
2, 0, 0.0192, 0.585, 3, 17, 57
2, 0, 0.0124, 0.5974, 3, 18, 58
2, 0, 0.0165, 0.6139, 3, 19, 59
2, 0, 0.013, 0.627, 3, 20, 60
2, 1, 0.008, 0.635, 4, 1, 61
2, 0.5105, 0.015, 0.65, 4, 2, 62
2, 0.4133, 0.0167, 0.6667, 4, 3, 63
2, 0.1067, 0.0253, 0.692, 4, 4, 64
2, 0.0087, 0.0154, 0.7074, 4, 5, 65
102, 0.0281, 0.0161, 0.7235, 4, 6, 66
2, 0, 0.0192, 0.7426, 4, 7, 67
2, 0, 0.0472, 0.7899, 4, 8, 68
2, 0, 0.0166, 0.8064, 4, 9, 69
2, 0, 0.0143, 0.8207, 4, 10, 70
2, 0, 0.0165, 0.8371, 4, 11, 71
2, 0, 0.0154, 0.8525, 4, 12, 72
2, 0, 0.0176, 0.8702, 4, 13, 73
2, 0, 0.0158, 0.886, 4, 14, 74
2, 0, 0.0159, 0.9019, 4, 15, 75
2, 0, 0.0313, 0.9332, 4, 16, 76
2, 0, 0.0128, 0.9459, 4, 17, 77
2, 0, 0.0208, 0.9667, 4, 18, 78
2, 0, 0.0182, 0.9848, 4, 19, 79
2, 0, 0.0195, 1.0043, 4, 20, 80
2, 1, 0.0094, 1.0138, 5, 1, 81
2, 0.9114, 0.0197, 1.0335, 5, 2, 82
2, 0.4364, 0.019, 1.0525, 5, 3, 83
2, 0.3493, 0.0213, 1.0738, 5, 4, 84
2, 0.0473, 0.0187, 1.0925, 5, 5, 85
2, 0.0946, 0.019, 1.1115, 5, 6, 86
2, 0.0348, 0.0268, 1.1383, 5, 7, 87
2, 0.0486, 0.0412, 1.1795, 5, 8, 88
2, 0.01, 0.0378, 1.2173, 5, 9, 89
2, 0, 0.0174, 1.2347, 5, 10, 90
2, 0, 0.0253, 1.2601, 5, 11, 91
2, 0, 0.0181, 1.2781, 5, 12, 92
2, 0, 0.0187, 1.2968, 5, 13, 93
2, 0, 0.0277, 1.3245, 5, 14, 94
2, 0, 0.0186, 1.3431, 5, 15, 95
2, 0, 0.0238, 1.3668, 5, 16, 96
2, 0, 0.0121, 1.379, 5, 17, 97
2, 0, 0.0154, 1.3944, 5, 18, 98
2, 0, 0.0226, 1.4171, 5, 19, 99
2, 0, 0.0243, 1.4414, 5, 20, 100
2, 1, 0.0086, 1.45, 6, 1, 101
2, 0.928, 0.0106, 1.4605, 6, 2, 102
102, 0.4583, 0.0209, 1.4814, 6, 3, 103
102, 0.3201, 0.032, 1.5134, 6, 4, 104
2, 0.2225, 0.0285, 1.5419, 6, 5, 105
2, 0.1689, 0.0241, 1.5659, 6, 6, 106
2, 0.0719, 0.053, 1.6189, 6, 7, 107
2, 0.0312, 0.0353, 1.6542, 6, 8, 108
2, 0.0374, 0.0685, 1.7227, 6, 9, 109
2, 0.003, 0.0528, 1.7755, 6, 10, 110
2, 0.007, 0.1617, 1.9372, 6, 11, 111
2, 0, 0.0247, 1.9618, 6, 12, 112
2, 0, 0.0286, 1.9905, 6, 13, 113
2, 0, 0.0216, 2.012, 6, 14, 114
2, 0, 0.0437, 2.0557, 6, 15, 115
2, 0, 0.0357, 2.0915, 6, 16, 116
2, 0, 0.0282, 2.1196, 6, 17, 117
2, 0, 0.0344, 2.154, 6, 18, 118
2, 0, 0.0274, 2.1814, 6, 19, 119
2, 0, 0.0254, 2.2068, 6, 20, 120
2, 1, 0.0088, 2.2156, 7, 1, 121
2, 0.8227, 0.0192, 2.2348, 7, 2, 122
2, 0.508, 0.0243, 2.2591, 7, 3, 123
2, 0.3845, 0.0305, 2.2896, 7, 4, 124
2, 0.3482, 0.0319, 2.3215, 7, 5, 125
2, 0.2354, 0.0707, 2.3922, 7, 6, 126
102, 0.0753, 0.0376, 2.4298, 7, 7, 127
2, 0.0348, 0.0296, 2.4594, 7, 8, 128
2, 0.0285, 0.068, 2.5273, 7, 9, 129
102, 0.0317, 0.2129, 2.7402, 7, 10, 130
102, 0.015, 0.1957, 2.9359, 7, 11, 131
2, 0.02, 1.1457, 4.0816, 7, 12, 132
2, 0, 0.0411, 4.1227, 7, 13, 133
2, 0, 0.0153, 4.138, 7, 14, 134
2, 0, 0.0162, 4.1542, 7, 15, 135
2, 0, 0.0386, 4.1928, 7, 16, 136
2, 0, 0.0665, 4.2593, 7, 17, 137
2, 0, 0.0227, 4.282, 7, 18, 138
2, 0, 0.0581, 4.3402, 7, 19, 139
2, 0, 0.0257, 4.3658, 7, 20, 140
2, 1, 0.0089, 4.3747, 8, 1, 141
2, 0.7148, 0.0164, 4.3912, 8, 2, 142
2, 0.562, 0.0273, 4.4184, 8, 3, 143
2, 0.3741, 0.0279, 4.4464, 8, 4, 144
2, 0.321, 0.0378, 4.4842, 8, 5, 145
2, 0.2437, 0.0365, 4.5207, 8, 6, 146
2, 0.1855, 0.0984, 4.6191, 8, 7, 147
102, 0.0536, 0.0357, 4.6548, 8, 8, 148
2, 0.0317, 0.0808, 4.7357, 8, 9, 149
2, 0.0525, 0.5233, 5.259, 8, 10, 150
3, 0.0434, 1.0917, 6.3507, 8, 11, 151
2, 0.0172, 1.2072, 7.5578, 8, 12, 152
2, 0.0235, 4.6775, 12.2353, 8, 13, 153
2, 0.0019, 5.1514, 17.3867, 8, 14, 154
3, 0.0025, 91.5808, 108.9675, 8, 15, 155
2, 0, 0.0309, 108.9984, 8, 16, 156
2, 0, 0.0341, 109.0325, 8, 17, 157
2, 0, 0.0235, 109.056, 8, 18, 158
2, 0, 0.1039, 109.16, 8, 19, 159
2, 0, 0.0561, 109.2161, 8, 20, 160
2, 1, 0.0102, 109.2263, 9, 1, 161
2, 0.7929, 0.0186, 109.2449, 9, 2, 162
2, 0.5585, 0.0245, 109.2694, 9, 3, 163
2, 0.4306, 0.0298, 109.2992, 9, 4, 164
2, 0.3275, 0.0399, 109.339, 9, 5, 165
2, 0.2601, 0.037, 109.376, 9, 6, 166
3, 0.2079, 0.2008, 109.5768, 9, 7, 167
2, 0.2127, 0.134, 109.7108, 9, 8, 168
2, 0.023, 0.0382, 109.749, 9, 9, 169
2, 0.0275, 0.1402, 109.8892, 9, 10, 170
2, 0.0321, 0.2154, 110.1047, 9, 11, 171
2, 0.0346, 1.7783, 111.883, 9, 12, 172
2, 0.0288, 2.7756, 114.6586, 9, 13, 173
2, 0.0256, 41.7224, 156.3809, 9, 14, 174
3, 0.0166, 29.1444, 185.5254, 9, 15, 175
3, 0.0092, 226.7271, 412.2524, 9, 16, 176
2, 0, 0.12, 412.3725, 9, 17, 177
2, 0, 0.0701, 412.4426, 9, 18, 178
2, 0, 0.0384, 412.481, 9, 19, 179
2, 0, 0.0903, 412.5713, 9, 20, 180
2, 1, 0.0089, 412.5802, 10, 1, 181
2, 0.711, 0.0198, 412.6, 10, 2, 182
2, 0.5756, 0.0291, 412.6291, 10, 3, 183
2, 0.4172, 0.0325, 412.6616, 10, 4, 184
2, 0.3489, 0.0448, 412.7064, 10, 5, 185
2, 0.2444, 0.0586, 412.765, 10, 6, 186
2, 0.232, 0.1313, 412.8963, 10, 7, 187
2, 0.1924, 1.2802, 414.1765, 10, 8, 188
2, 0.1648, 2.3709, 416.5474, 10, 9, 189
2, 0.0432, 0.1099, 416.6573, 10, 10, 190
2, 0.0549, 1.233, 417.8903, 10, 11, 191
2, 0.0404, 2.6514, 420.5417, 10, 12, 192
2, 0.0365, 5.1316, 425.6732, 10, 13, 193
2, 0.0247, 10.2101, 435.8833, 10, 14, 194
422, 0.0346, 300.3378, 736.2211, 10, 15, 195
3, 0.0139, 55.7656, 791.9867, 10, 16, 196
422, 0.0211, 301.6351, 1093.6218, 10, 17, 197
422, 0.0022, 301.329, 1394.9508, 10, 18, 198
2, 0, 217.6209, 1612.5717, 10, 19, 199
2, 0, 0.0452, 1612.6169, 10, 20, 200
2, 1, 0.0092, 1612.626, 11, 1, 201
2, 0.9141, 0.0144, 1612.6404, 11, 2, 202
2, 0.5438, 0.0289, 1612.6693, 11, 3, 203
2, 0.3871, 0.0292, 1612.6986, 11, 4, 204
102, 0.334, 0.0398, 1612.7383, 11, 5, 205
2, 0.2585, 0.1517, 1612.8901, 11, 6, 206
2, 0.227, 0.139, 1613.029, 11, 7, 207
102, 0.2009, 0.902, 1613.931, 11, 8, 208
2, 0.1633, 6.1066, 1620.0376, 11, 9, 209
3, 0.1669, 30.0739, 1650.1115, 11, 10, 210
2, 0.0169, 0.1831, 1650.2946, 11, 11, 211
2, 0.0329, 0.9611, 1651.2557, 11, 12, 212
3, 0.0453, 72.8359, 1724.0916, 11, 13, 213
3, 0.0269, 32.1778, 1756.2694, 11, 14, 214
422, 0.0378, 300.7791, 2057.0485, 11, 15, 215
3, 0.0182, 142.5529, 2199.6014, 11, 16, 216
422, 0.0287, 302.6882, 2502.2896, 11, 17, 217
422, 0.017, 303.1714, 2805.461, 11, 18, 218
422, 0.0144, 302.9495, 3108.4105, 11, 19, 219
422, 0.0036, 304.284, 3412.6945, 11, 20, 220
2, 1, 0.0123, 3412.7068, 12, 1, 221
2, 0.81, 0.0234, 3412.7301, 12, 2, 222
2, 0.5542, 0.0218, 3412.7519, 12, 3, 223
2, 0.4205, 0.0385, 3412.7904, 12, 4, 224
2, 0.291, 0.0552, 3412.8457, 12, 5, 225
2, 0.2953, 0.1266, 3412.9723, 12, 6, 226
2, 0.2469, 0.6313, 3413.6036, 12, 7, 227
2, 0.1905, 1.2771, 3414.8807, 12, 8, 228
3, 0.1792, 16.2162, 3431.0969, 12, 9, 229
103, 0.1567, 31.3934, 3462.4903, 12, 10, 230
3, 0.1313, 116.4275, 3578.9178, 12, 11, 231
2, 0.0088, 0.1904, 3579.1082, 12, 12, 232
102, 0.0382, 6.8962, 3586.0044, 12, 13, 233
2, 0.0157, 3.8573, 3589.8617, 12, 14, 234
3, 0.0313, 146.8137, 3736.6753, 12, 15, 235
422, 0.0295, 300.9477, 4037.6231, 12, 16, 236
422, 0.0287, 302.997, 4340.6201, 12, 17, 237
422, 0.0237, 300.954, 4641.5741, 12, 18, 238
422, 0.0249, 303.3041, 4944.8782, 12, 19, 239
422, 0.0124, 302.6242, 5247.5025, 12, 20, 240
2, 1, 0.0103, 5247.5128, 13, 1, 241
2, 0.7933, 0.0366, 5247.5493, 13, 2, 242
