set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

set I := 1 2 3;

param 
v [*,*]
:      1        2        3       :=
1    0.4183   0.9631   0.7217
2    0.8697   0.5501   0.9068
3    0.2836   0.1341   0.8199
4    0.3588   0.0263   0.9823
5    0.84     0.3829   0.193
6    0.9011   0.7574   0.4742
7    0.6456   0.7876   0.6682
8    0.2689   0.2011   0.643
9    0.5363   0.1346   0.021
10   0.9892   0.4582   0.6913
11   0.8587   0.1373   0.2399
12   0.7574   0.7436   0.2684
13   0.5731   0.0885   0.3796
14   0.6061   0.5983   0.0208
15   0.2611   0.8855   0.5415
16   0.4173   0.7844   0.9083
17   0.0135   0.2529   0.1406
18   0.9965   0.2128   0.9122
19   0.5187   0.4913   0.8107
20   0.0676   0.3451   0.1959
;

