set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.2826   0.273    0.6986   0.1163   0.1839
2    0.1005   0.4733   0.8984   0.5607   0.1879
3    0.3745   0.4902   0.0264   0.5137   0.3363
4    0.4721   0.8061   0.1754   0.59     0.8065
5    0.134    0.8596   0.5039   0.9302   0.7561
6    0.4599   0.0384   0.4984   0.1091   0.3092
7    0.6208   0.7853   0.1738   0.1974   0.4055
8    0.869    0.8763   0.3872   0.1578   0.7712
9    0.5238   0.1809   0.4343   0.0767   0.6206
10   0.9285   0.3187   0.9641   0.9095   0.1395
11   0.1054   0.5582   0.6393   0.8427   0.9943
12   0.8333   0.1423   0.3841   0.2012   0.2133
13   0.7359   0.6472   0.6272   0.7908   0.2391
;

