set P := 1 2 3 4 5 6 7 8 9 10 11;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.5372   0.8871   0.0892   0.5441
2    0.8884   0.2938   0.6337   0.8442
3    0.9381   0.4461   0.8741   0.4254
4    0.4689   0.8582   0.132    0.9203
5    0.2013   0.3591   0.8421   0.1331
6    0.0832   0.8679   0.8437   0.941
7    0.8719   0.076    0.957    0.7647
8    0.6      0.0033   0.8257   0.0925
9    0.6116   0.5875   0.031    0.4263
10   0.7264   0.7224   0.3062   0.1214
11   0.1191   0.6212   0.3092   0.9191
;

