set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.8705   0.9291   0.5973   0.299    0.409    0.7714
2    0.5376   0.8784   0.5129   0.8974   0.8939   0.2461
3    0.4117   0.705    0.8998   0.0731   0.0829   0.1518
4    0.9349   0.9349   0.3113   0.7017   0.7515   0.9663
5    0.5594   0.8957   0.8149   0.7344   0.9828   0.9153
6    0.595    0.9379   0.4062   0.0503   0.1957   0.9094
7    0.6787   0.4419   0.044    0.7741   0.9691   0.193
8    0.2037   0.3567   0.4993   0.6385   0.2739   0.5694
9    0.795    0.5799   0.7711   0.7571   0.0745   0.8993
10   0.088    0.6364   0.7412   0.0641   0.145    0.618
11   0.4738   0.6125   0.7988   0.3876   0.8035   0.4913
12   0.9076   0.9723   0.4847   0.9315   0.6059   0.3169
13   0.0102   0.983    0.181    0.8371   0.0583   0.5638
14   0.069    0.3798   0.0633   0.8706   0.1418   0.9069
15   0.7799   0.9198   0.2637   0.9982   0.4981   0.8167
16   0.4906   0.4822   0.528    0.3704   0.9803   0.8041
17   0.5055   0.8561   0.3974   0.4005   0.9498   0.2817
18   0.6287   0.1124   0.9362   0.0045   0.423    0.3986
19   0.3046   0.7918   0.8898   0.8895   0.4206   0.329
20   0.7698   0.0614   0.4136   0.8624   0.9742   0.2924
;

