set P := 1 2 3;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

param 
v [*,*] (tr)
:      1        2        3       :=
1    0.2334   0.3649   0.1825
2    0.321    0.5394   0.3403
3    0.3219   0.8471   0.385
4    0.6646   0.722    0.2856
5    0.4958   0.2617   0.0364
6    0.6741   0.1436   0.5365
7    0.5823   0.3965   0.9741
8    0.9076   0.4172   0.6189
9    0.0713   0.4771   0.8174
10   0.6452   0.8683   0.658
11   0.5689   0.4324   0.4109
12   0.8741   0.058    0.9603
13   0.9884   0.875    0.0718
14   0.0499   0.534    0.9541
15   0.621    0.7274   0.0153
;

