set P := 1 2 3 4 5 6 7 8 9 10;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.7317   0.1429   0.0128   0.3411   0.295
2    0.732    0.6046   0.905    0.5129   0.3583
3    0.7681   0.869    0.1406   0.5726   0.8598
4    0.1433   0.3813   0.885    0.8636   0.3172
5    0.9683   0.38     0.9561   0.2711   0.0742
6    0.3535   0.96     0.5306   0.7476   0.1597
7    0.3662   0.4537   0.0535   0.8179   0.4753
8    0.6651   0.8301   0.0091   0.1711   0.4916
9    0.8695   0.7901   0.6704   0.0793   0.8395
10   0.0728   0.8323   0.2578   0.0237   0.4716
;

