set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.1177   0.5798   0.1381   0.2257   0.491    0.7335   0.2671
2    0.115    0.8574   0.001    0.5194   0.6787   0.0253   0.6762
3    0.9873   0.2315   0.7748   0.3266   0.2877   0.4455   0.7305
4    0.7928   0.7865   0.85     0.4828   0.9566   0.3289   0.3468
5    0.6755   0.977    0.4427   0.7716   0.4183   0.0924   0.337
6    0.1981   0.031    0.5751   0.603    0.8546   0.9537   0.7454
7    0.6672   0.0397   0.4315   0.2071   0.5599   0.4895   0.0953
8    0.3908   0.0757   0.6989   0.6116   0.2439   0.7266   0.7432
9    0.1765   0.6557   0.9265   0.5536   0.5722   0.3718   0.7663
10   0.7419   0.2483   0.8021   0.1011   0.5239   0.2266   0.0411
11   0.0587   0.9979   0.6548   0.0228   0.4242   0.7538   0.5827
12   0.3321   0.3439   0.4605   0.5842   0.231    0.3091   0.2401
13   0.7298   0.1041   0.896    0.4027   0.9534   0.6997   0.6009
14   0.0973   0.2037   0.3682   0.3774   0.367    0.9665   0.2908
15   0.3934   0.9857   0.5397   0.7184   0.629    0.0014   0.1209
16   0.3285   0.8956   0.7198   0.9759   0.8208   0.1973   0.9953
;

