set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.3157   0.2716   0.5224   0.2885
2    0.1562   0.355    0.3717   0.9073
3    0.5122   0.9546   0.3027   0.2534
4    0.6078   0.7629   0.6544   0.3312
5    0.7824   0.4939   0.393    0.7633
6    0.4822   0.5041   0.2903   0.234
7    0.6363   0.5812   0.9648   0.9432
8    0.5699   0.3875   0.3705   0.0155
9    0.0762   0.906    0.2963   0.577
10   0.2566   0.089    0.758    0.8949
11   0.4265   0.357    0.2408   0.6024
12   0.9301   0.3498   0.3724   0.4238
13   0.6185   0.5064   0.9654   0.2708
14   0.3396   0.1707   0.8158   0.1348
15   0.6293   0.3176   0.1296   0.3013
16   0.5065   0.3102   0.1398   0.9391
;

