set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.2355   0.082    0.6274   0.3499
2    0.4292   0.997    0.9846   0.9347
3    0.2491   0.8362   0.4003   0.8388
4    0.0178   0.8005   0.2264   0.2801
5    0.4554   0.2798   0.3623   0.7271
6    0.7327   0.8891   0.681    0.2114
7    0.7264   0.7029   0.2042   0.5673
8    0.6128   0.6352   0.0929   0.0958
9    0.5239   0.8518   0.745    0.8229
10   0.3829   0.7709   0.9911   0.2524
11   0.5392   0.1563   0.7113   0.2555
12   0.7916   0.956    0.3135   0.7598
13   0.311    0.8472   0.0676   0.6752
14   0.5477   0.1237   0.4909   0.7649
;

