set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.7227   0.3999   0.0391   0.9351   0.0125
2    0.1125   0.6671   0.0556   0.3624   0.9544
3    0.8257   0.8249   0.4752   0.3476   0.6267
4    0.682    0.3062   0.0156   0.3271   0.8159
5    0.2434   0.8834   0.7483   0.4462   0.5374
6    0.6452   0.6478   0.9478   0.0565   0.0225
7    0.6907   0.916    0.64     0.7347   0.8381
8    0.2074   0.8771   0.3574   0.9335   0.3803
9    0.9637   0.5997   0.7274   0.8661   0.4199
10   0.9222   0.2329   0.3069   0.552    0.0392
11   0.9004   0.3952   0.5952   0.7628   0.5448
12   0.7023   0.4889   0.67     0.6053   0.6109
13   0.7443   0.6196   0.7901   0.4392   0.6189
14   0.7914   0.7395   0.3187   0.9416   0.1332
15   0.1946   0.0167   0.5841   0.7569   0.8372
16   0.3026   0.6922   0.5274   0.0942   0.5127
17   0.4326   0.1043   0.0606   0.929    0.2593
18   0.4625   0.8549   0.0344   0.5376   0.4229
19   0.4565   0.4109   0.4236   0.2537   0.6286
;

