set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.6988   0.9764   0.292    0.794
2    0.946    0.2284   0.8992   0.8618
3    0.4348   0.8052   0.6667   0.412
4    0.8022   0.5103   0.4468   0.4763
5    0.486    0.6511   0.7729   0.4044
6    0.282    0.2266   0.7023   0.0466
7    0.8031   0.1121   0.1012   0.6488
8    0.96     0.3194   0.2909   0.9505
9    0.0373   0.707    0.2121   0.9156
10   0.0712   0.9093   0.7273   0.5518
11   0.8429   0.6247   0.8525   0.7858
12   0.6908   0.0554   0.689    0.5495
13   0.8931   0.8052   0.8567   0.4594
14   0.6069   0.9568   0.8564   0.3799
15   0.5217   0.6298   0.0413   0.1591
16   0.1802   0.5604   0.3922   0.8597
17   0.8162   0.4746   0.8109   0.2948
18   0.1274   0.0431   0.3155   0.3318
19   0.7957   0.8315   0.8942   0.091
20   0.4445   0.4014   0.9016   0.7018
;

