set P := 1 2 3;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

param 
v [*,*] (tr)
:      1        2        3       :=
1    0.8121   0.2891   0.359
2    0.5622   0.9644   0.3207
3    0.6797   0.7964   0.7267
4    0.5186   0.0495   0.6411
5    0.2478   0.388    0.9935
6    0.996    0.0789   0.7216
7    0.2771   0.3592   0.6564
8    0.9493   0.2201   0.1546
9    0.459    0.7528   0.0913
10   0.3348   0.3283   0.639
11   0.4601   0.0807   0.9315
12   0.1088   0.6492   0.1434
13   0.1293   0.5971   0.7804
14   0.5141   0.0432   0.1167
15   0.5461   0.593    0.5293
16   0.0753   0.3376   0.2011
17   0.6414   0.9424   0.0796
18   0.6005   0.8459   0.4379
;

