set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.2681   0.9947   0.7373   0.7261   0.9761   0.9997   0.1725
2    0.5269   0.6647   0.694    0.6195   0.3143   0.0739   0.0158
3    0.515    0.912    0.7597   0.0859   0.2171   0.2641   0.3959
4    0.6283   0.0601   0.0102   0.3468   0.8267   0.4329   0.0279
5    0.6579   0.7414   0.449    0.8041   0.9392   0.1462   0.6326
6    0.8638   0.5851   0.3473   0.4401   0.9392   0.3837   0.2142
7    0.4794   0.2218   0.6334   0.6188   0.3934   0.4218   0.1237
8    0.2089   0.9232   0.8603   0.6258   0.229    0.5189   0.091
9    0.4825   0.1753   0.1276   0.7414   0.4529   0.7478   0.6593
10   0.7339   0.9511   0.4217   0.5878   0.5434   0.1706   0.925
11   0.6987   0.619    0.871    0.9673   0.3801   0.3195   0.977
12   0.2083   0.5876   0.546    0.1941   0.922    0.9773   0.8915
13   0.833    0.8575   0.9013   0.0934   0.8214   0.41     0.1425
14   0.1453   0.9136   0.3893   0.7464   0.5049   0.5669   0.2484
15   0.996    0.6125   0.4736   0.6934   0.579    0.3356   0.4417
16   0.8257   0.5344   0.7292   0.4412   0.8118   0.2124   0.1491
17   0.6587   0.9341   0.5789   0.9073   0.3159   0.0239   0.9364
18   0.3514   0.2594   0.383    0.5331   0.4588   0.9361   0.8325
19   0.0043   0.5416   0.6109   0.6712   0.516    0.9994   0.4061
;

