set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.7229   0.7027   0.0602   0.0095
2    0.1779   0.7606   0.3258   0.1779
3    0.2883   0.6357   0.7304   0.7932
4    0.1353   0.8575   0.3037   0.6958
5    0.9593   0.8      0.0877   0.7959
6    0.6537   0.9091   0.0185   0.6907
7    0.7936   0.9911   0.182    0.911
8    0.0521   0.6199   0.0259   0.5961
9    0.7559   0.251    0.4148   0.5831
10   0.1991   0.3891   0.4333   0.7002
11   0.1656   0.4061   0.182    0.4865
12   0.1876   0.1221   0.185    0.7722
13   0.9364   0.679    0.75     0.4957
14   0.3084   0.6802   0.7142   0.7821
15   0.1496   0.9846   0.2738   0.4034
16   0.3419   0.2031   0.0813   0.1008
;

