set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.4069   0.1077   0.8298   0.637
2    0.7567   0.8664   0.2682   0.9447
3    0.8401   0.9362   0.2018   0.6524
4    0.6652   0.4204   0.4535   0.1811
5    0.1722   0.3626   0.2074   0.3138
6    0.2807   0.5726   0.8009   0.3351
7    0.8506   0.7095   0.9633   0.1938
8    0.0865   0.3684   0.6416   0.7698
9    0.2132   0.6517   0.1865   0.6394
10   0.9577   0.6123   0.928    0.932
11   0.2431   0.8153   0.6343   0.5566
12   0.9315   0.7987   0.1743   0.4994
13   0.7073   0.4767   0.8083   0.5964
14   0.5124   0.9475   0.9579   0.4806
15   0.7952   0.1803   0.789    0.3516
16   0.2937   0.157    0.6328   0.4622
17   0.9838   0.1607   0.89     0.3756
18   0.5203   0.8128   0.782    0.1899
;

