set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.9198   0.4424   0.8513   0.2634
2    0.5665   0.2255   0.2339   0.3795
3    0.738    0.6105   0.1691   0.1069
4    0.7838   0.4808   0.0547   0.7975
5    0.4217   0.0127   0.0118   0.1989
6    0.8028   0.4489   0.169    0.7761
7    0.3545   0.692    0.209    0.8277
8    0.103    0.9483   0.3309   0.7476
9    0.1095   0.624    0.6963   0.9874
10   0.9659   0.554    0.6795   0.2595
11   0.2323   0.0076   0.9491   0.393
12   0.7086   0.6949   0.4776   0.9727
13   0.0457   0.4653   0.9799   0.5256
14   0.9203   0.7373   0.8592   0.5577
15   0.8695   0.0259   0.5405   0.1376
16   0.6426   0.8664   0.1038   0.4814
17   0.2938   0.6948   0.9633   0.8834
18   0.4687   0.1107   0.1186   0.3289
19   0.6444   0.0801   0.5332   0.3733
20   0.1527   0.915    0.3936   0.7399
;

