set P := 1 2 3 4 5 6 7 8 9 10 11 12;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.432    0.248    0.9951   0.4867   0.3796   0.7047
2    0.5709   0.1359   0.2492   0.778    0.2383   0.3967
3    0.7882   0.5907   0.9281   0.2921   0.5937   0.886
4    0.1792   0.661    0.5448   0.8226   0.4125   0.635
5    0.8278   0.2578   0.6424   0.207    0.2852   0.5845
6    0.6952   0.6165   0.8759   0.2545   0.5048   0.5435
7    0.0756   0.0779   0.6403   0.3514   0.1934   0.9385
8    0.735    0.0384   0.3012   0.7691   0.4087   0.2679
9    0.6662   0.3159   0.0003   0.2805   0.0714   0.3541
10   0.22     0.4958   0.5289   0.564    0.385    0.7852
11   0.1966   0.9447   0.4362   0.0362   0.7365   0.8493
12   0.2958   0.3232   0.1261   0.0011   0.9178   0.802
;

