set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.012    0.6762   0.3874   0.6386
2    0.5002   0.0092   0.7564   0.6107
3    0.3961   0.4459   0.1942   0.0714
4    0.7282   0.172    0.0382   0.7564
5    0.4575   0.7615   0.8537   0.3729
6    0.9834   0.1192   0.0557   0.885
7    0.7586   0.553    0.4053   0.5071
8    0.0186   0.0628   0.0953   0.2226
9    0.168    0.688    0.9972   0.1101
10   0.6633   0.6468   0.9548   0.1987
11   0.3599   0.0293   0.5049   0.4234
12   0.9142   0.3845   0.1508   0.6725
13   0.6143   0.6002   0.5074   0.9662
;

