set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.3383   0.8249   0.3516   0.45     0.1071   0.1418   0.9111
2    0.6605   0.1402   0.1458   0.2852   0.6003   0.1154   0.0885
3    0.1093   0.0892   0.3395   0.4689   0.6626   0.9109   0.1562
4    0.4093   0.0562   0.8874   0.7317   0.6614   0.1144   0.157
5    0.3142   0.1576   0.5905   0.2091   0.7695   0.4079   0.5709
6    0.547    0.5403   0.5432   0.0008   0.7516   0.2406   0.531
7    0.7386   0.0686   0.1581   0.055    0.0194   0.7271   0.3122
8    0.0339   0.8501   0.901    0.2603   0.0444   0.5028   0.7011
9    0.4403   0.7582   0.6768   0.0033   0.2401   0.939    0.8248
10   0.5482   0.6046   0.7573   0.6067   0.0339   0.1057   0.9518
11   0.606    0.8918   0.1441   0.3597   0.2095   0.6958   0.1565
12   0.1998   0.912    0.4515   0.1541   0.1837   0.8629   0.356
13   0.6876   0.4556   0.0929   0.6423   0.4406   0.8218   0.0704
14   0.0972   0.0297   0.5036   0.9367   0.4158   0.2433   0.6022
15   0.2659   0.6327   0.5686   0.8011   0.0974   0.5945   0.0467
16   0.1545   0.2204   0.5718   0.5264   0.3027   0.0869   0.9448
17   0.5771   0.1605   0.4811   0.4417   0.7555   0.8215   0.7881
18   0.5938   0.9799   0.9348   0.0795   0.451    0.1585   0.6032
19   0.3025   0.5189   0.7021   0.5257   0.759    0.346    0.4229
20   0.0664   0.3048   0.6956   0.8307   0.7014   0.3934   0.6336
;

