set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.1359   0.4672   0.4506   0.3341   0.2968   0.3155   0.2368
2    0.8388   0.8079   0.9022   0.9361   0.214    0.0644   0.7247
3    0.5248   0.5903   0.6016   0.8221   0.0086   0.673    0.9925
4    0.7032   0.4783   0.9513   0.8933   0.0278   0.394    0.3737
5    0.6421   0.779    0.4963   0.2036   0.4061   0.0955   0.3876
6    0.1713   0.0753   0.1183   0.0507   0.0288   0.5309   0.6535
7    0.1283   0.2735   0.0115   0.0076   0.6235   0.3485   0.347
8    0.4127   0.6352   0.9267   0.9422   0.5982   0.8213   0.8652
9    0.3979   0.3207   0.9199   0.2882   0.376    0.2472   0.8916
10   0.5309   0.402    0.9292   0.6853   0.3474   0.6792   0.7045
11   0.5079   0.249    0.5907   0.5674   0.2772   0.1604   0.2468
12   0.9704   0.3213   0.2357   0.6449   0.473    0.2375   0.6988
13   0.0612   0.1368   0.7089   0.6315   0.6206   0.3665   0.3141
14   0.8536   0.1958   0.2829   0.8958   0.9851   0.5167   0.0103
15   0.7144   0.7306   0.0145   0.6988   0.8393   0.5069   0.4383
16   0.9136   0.8539   0.1308   0.5447   0.975    0.9211   0.1909
17   0.7563   0.2493   0.837    0.2474   0.6384   0.1049   0.6433
18   0.3194   0.2854   0.6179   0.0085   0.8434   0.5832   0.1028
19   0.1164   0.6463   0.3289   0.7809   0.9212   0.3029   0.3158
;

