set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.45     0.2483   0.9326   0.7918   0.4264   0.2079   0.2966
2    0.4946   0.0731   0.5536   0.8846   0.2148   0.5757   0.7496
3    0.2946   0.9295   0.6815   0.164    0.4706   0.6797   0.703
4    0.9981   0.8645   0.4213   0.8296   0.7944   0.1966   0.9373
5    0.6868   0.48     0.0978   0.5739   0.9683   0.1439   0.3112
6    0.1365   0.2994   0.1424   0.7393   0.254    0.7496   0.595
7    0.485    0.4814   0.7011   0.8736   0.4243   0.9819   0.5347
8    0.4086   0.3416   0.1804   0.2064   0.6319   0.0045   0.5678
9    0.6854   0.7827   0.7081   0.6335   0.787    0.3161   0.1113
10   0.772    0.3199   0.533    0.3009   0.4523   0.9213   0.7922
;

