set P := 1 2 3 4 5 6 7 8 9 10 11 12;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.4012   0.1399   0.9924   0.4137
2    0.9005   0.2554   0.2004   0.8759
3    0.7148   0.2357   0.8318   0.0104
4    0.7006   0.196    0.5749   0.9013
5    0.859    0.7726   0.2875   0.1392
6    0.0121   0.6792   0.2896   0.6345
7    0.6274   0.2773   0.4149   0.8235
8    0.2634   0.7487   0.68     0.3453
9    0.5827   0.2427   0.1042   0.0647
10   0.2846   0.9092   0.6442   0.7902
11   0.9416   0.1503   0.01     0.3295
12   0.9442   0.7687   0.939    0.0235
;

