set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.5308   0.3001   0.6219   0.6358   0.0901   0.8698   0.7283
2    0.4979   0.7548   0.5384   0.4795   0.8758   0.407    0.8471
3    0.2057   0.4871   0.0766   0.7855   0.8476   0.0275   0.3837
4    0.6394   0.511    0.9699   0.8162   0.5422   0.0138   0.6887
5    0.704    0.8261   0.4151   0.3183   0.725    0.105    0.4018
6    0.5901   0.579    0.223    0.5428   0.3947   0.4599   0.0727
7    0.2668   0.1788   0.6775   0.8596   0.7361   0.1416   0.0261
8    0.5321   0.1635   0.8821   0.6716   0.0774   0.1669   0.5018
9    0.1034   0.1803   0.5075   0.6076   0.0354   0.085    0.6885
10   0.6199   0.0056   0.1009   0.929    0.2217   0.0155   0.1411
11   0.7201   0.8161   0.2987   0.3844   0.7179   0.7388   0.9711
12   0.9368   0.6213   0.0032   0.681    0.7369   0.4017   0.339
13   0.7224   0.7875   0.2373   0.006    0.0646   0.2558   0.7151
14   0.3725   0.1453   0.3779   0.3961   0.922    0.8932   0.6682
15   0.0272   0.4055   0.6707   0.1221   0.4856   0.1468   0.2981
16   0.0054   0.8336   0.5071   0.1065   0.5325   0.7684   0.2328
17   0.9288   0.8348   0.4017   0.767    0.0275   0.5785   0.0258
18   0.6159   0.824    0.8418   0.0301   0.312    0.6568   0.0457
;

