set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.6167   0.4486   0.5785   0.2342   0.6368
2    0.1196   0.7161   0.4362   0.4459   0.4373
3    0.0673   0.5959   0.514    0.7789   0.7234
4    0.0502   0.894    0.1333   0.8291   0.6537
5    0.7067   0.9882   0.8571   0.4056   0.7807
6    0.9399   0.3645   0.8218   0.619    0.6541
7    0.1306   0.368    0.2563   0.5339   0.1469
8    0.4047   0.2713   0.9283   0.1789   0.1164
9    0.322    0.7774   0.5732   0.3702   0.0399
10   0.7508   0.9747   0.7184   0.4718   0.3842
11   0.9563   0.808    0.4531   0.2853   0.083
12   0.4488   0.7877   0.9199   0.2121   0.6052
13   0.9655   0.7367   0.1637   0.5418   0.7802
14   0.9963   0.9624   0.5553   0.6104   0.2461
15   0.4243   0.3783   0.8092   0.2041   0.4857
16   0.4061   0.9166   0.3938   0.6726   0.6751
17   0.7189   0.5927   0.2553   0.3957   0.2606
18   0.118    0.1383   0.3574   0.8866   0.6155
19   0.4171   0.5261   0.5817   0.7733   0.1745
20   0.0775   0.3148   0.5294   0.4223   0.29
;

