set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.3568   0.7077   0.0249   0.5169   0.0208   0.9729
2    0.7755   0.1429   0.1559   0.0917   0.3392   0.7312
3    0.7683   0.3559   0.9791   0.292    0.8609   0.0842
4    0.6591   0.7595   0.1892   0.6882   0.7063   0.1899
5    0.8917   0.1156   0.583    0.2657   0.1411   0.9896
6    0.7834   0.5119   0.0256   0.4917   0.6718   0.4491
7    0.5912   0.4729   0.2088   0.9255   0.0687   0.1146
8    0.4198   0.3666   0.4232   0.8816   0.7122   0.5963
9    0.5893   0.7214   0.4625   0.1449   0.8302   0.1208
10   0.4171   0.874    0.6667   0.2876   0.2781   0.7612
11   0.9961   0.724    0.8846   0.5222   0.8195   0.8502
12   0.9673   0.2088   0.8303   0.8596   0.5357   0.3674
13   0.2858   0.7741   0.8181   0.0773   0.6645   0.5319
14   0.5518   0.0985   0.9128   0.1327   0.1288   0.5863
15   0.1225   0.7113   0.1936   0.6553   0.4053   0.1554
16   0.5779   0.0275   0.4949   0.4321   0.5261   0.601
;

