set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.1618   0.409    0.5748   0.6537
2    0.1232   0.0296   0.8491   0.5541
3    0.8288   0.9683   0.5997   0.911
4    0.9022   0.8517   0.0818   0.995
5    0.5863   0.5842   0.9052   0.8188
6    0.9875   0.2966   0.5123   0.9686
7    0.9365   0.211    0.579    0.413
8    0.7699   0.9057   0.9758   0.4362
9    0.0201   0.4883   0.7856   0.2443
10   0.8761   0.762    0.2061   0.6189
11   0.036    0.2708   0.3621   0.7456
12   0.0876   0.792    0.2809   0.6171
13   0.2426   0.5119   0.1065   0.9207
14   0.5601   0.9433   0.5273   0.9724
15   0.9367   0.3932   0.2776   0.8198
16   0.2256   0.2452   0.4656   0.8428
17   0.7661   0.5116   0.2112   0.1203
18   0.2726   0.5933   0.4444   0.6333
19   0.4349   0.3387   0.1005   0.97
;

