set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

set I := 1 2 3;

param 
v [*,*]
:      1        2        3       :=
1    0.5707   0.7358   0.0681
2    0.3797   0.5523   0.0147
3    0.6573   0.671    0.1024
4    0.2572   0.5038   0.0971
5    0.8848   0.6993   0.3254
6    0.4818   0.3874   0.564
7    0.6608   0.6082   0.841
8    0.3246   0.2709   0.8434
9    0.2409   0.4436   0.6988
10   0.7815   0.9738   0.4334
11   0.258    0.2598   0.5329
12   0.9786   0.5256   0.9606
13   0.5598   0.4649   0.6502
14   0.129    0.303    0.1385
15   0.7754   0.2554   0.0992
16   0.4018   0.3613   0.1578
;

