set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.1943   0.8365   0.8684   0.5393   0.7028
2    0.3779   0.7454   0.6322   0.8376   0.7832
3    0.1463   0.2398   0.8422   0.6915   0.455
4    0.4068   0.4365   0.8767   0.5174   0.7117
5    0.3263   0.6029   0.7588   0.5257   0.5662
6    0.2679   0.2212   0.1633   0.8889   0.906
7    0.6831   0.04     0.9922   0.0411   0.2862
8    0.8247   0.3509   0.8232   0.2573   0.4635
9    0.2422   0.0112   0.1401   0.6738   0.0018
10   0.7942   0.2325   0.5885   0.4814   0.6246
11   0.6496   0.8582   0.8653   0.1779   0.3684
12   0.0665   0.2491   0.7742   0.0271   0.12
13   0.0468   0.9724   0.5635   0.9718   0.7114
14   0.1471   0.0097   0.6281   0.0755   0.1017
15   0.8669   0.2849   0.4691   0.9749   0.9712
16   0.5273   0.1538   0.1634   0.5828   0.3724
17   0.3322   0.0623   0.7296   0.2447   0.6465
18   0.8338   0.3713   0.0728   0.3501   0.3348
19   0.8212   0.0763   0.9127   0.3164   0.7842
;

