set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.0704   0.1972   0.8857   0.6678   0.3382   0.6615   0.8702
2    0.4824   0.4273   0.5468   0.1876   0.5924   0.0602   0.4166
3    0.2413   0.632    0.3752   0.213    0.7418   0.3595   0.5641
4    0.8941   0.8723   0.0328   0.1616   0.0193   0.4027   0.0968
5    0.8537   0.1509   0.6658   0.0053   0.2154   0.6142   0.1875
6    0.4884   0.2653   0.1709   0.3064   0.9246   0.9972   0.6244
7    0.1402   0.8373   0.0459   0.6367   0.307    0.0211   0.5413
8    0.802    0.3032   0.2843   0.7181   0.0682   0.4071   0.3088
9    0.0109   0.2323   0.2761   0.9371   0.5402   0.8815   0.889
10   0.6335   0.2688   0.6568   0.0383   0.2065   0.34     0.5697
11   0.4525   0.0524   0.557    0.1466   0.0141   0.6424   0.3082
12   0.5235   0.8522   0.6832   0.8819   0.3004   0.7907   0.2353
13   0.2125   0.9403   0.1449   0.3591   0.6172   0.065    0.9537
14   0.8815   0.2003   0.5736   0.7978   0.1907   0.6156   0.8774
15   0.4634   0.7043   0.5007   0.3579   0.4978   0.0845   0.3828
;

