set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.1834   0.6485   0.481    0.9615   0.7671   0.6357   0.2354
2    0.1973   0.7226   0.4322   0.8745   0.9975   0.8357   0.0314
3    0.2954   0.0599   0.2432   0.0793   0.2061   0.2964   0.5448
4    0.9476   0.6306   0.8799   0.1324   0.5963   0.4465   0.5183
5    0.1364   0.6243   0.6829   0.5593   0.0997   0.5116   0.54
6    0.616    0.6696   0.8534   0.0518   0.3043   0.1058   0.5952
7    0.4256   0.2087   0.4718   0.3118   0.0623   0.7457   0.0522
8    0.2499   0.4575   0.9747   0.0713   0.5579   0.5681   0.9456
9    0.2837   0.989    0.5252   0.9645   0.7985   0.4669   0.1195
10   0.0817   0.1671   0.9184   0.8608   0.2359   0.9765   0.1256
11   0.8882   0.7673   0.0925   0.3052   0.2892   0.1147   0.6259
;

