set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.6929   0.5741   0.5036   0.9834   0.3384   0.7754
2    0.3408   0.0163   0.3138   0.9211   0.4682   0.1022
3    0.34     0.3865   0.2968   0.5006   0.5307   0.7767
4    0.1008   0.8045   0.3725   0.9904   0.604    0.7894
5    0.7475   0.7496   0.3915   0.2895   0.3849   0.4042
6    0.8472   0.522    0.3599   0.8987   0.3405   0.5856
7    0.8461   0.8155   0.2696   0.6739   0.2817   0.9088
8    0.5552   0.4046   0.2668   0.0228   0.3305   0.2776
9    0.7596   0.2023   0.9684   0.9503   0.2221   0.3658
10   0.165    0.8369   0.3018   0.5131   0.7329   0.5704
11   0.0082   0.7898   0.2704   0.1193   0.9859   0.8224
12   0.9995   0.6264   0.6088   0.8574   0.8601   0.9115
13   0.0741   0.6484   0.4157   0.538    0.2757   0.3277
14   0.9805   0.3853   0.822    0.6149   0.3894   0.1938
15   0.7456   0.3951   0.9196   0.1938   0.0108   0.3786
16   0.5506   0.8114   0.3524   0.1155   0.4611   0.7234
17   0.1094   0.4405   0.7868   0.7255   0.0722   0.3227
18   0.1319   0.5557   0.7345   0.7947   0.3034   0.4433
19   0.1513   0.3232   0.7799   0.0856   0.2259   0.7625
;

