set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7        8      :=
1    0.1101   0.2522   0.4924   0.0469   0.4718   0.8538   0.5361   0.6555
2    0.3423   0.6539   0.0047   0.4546   0.6751   0.1838   0.927    0.2342
3    0.6692   0.4179   0.4295   0.0658   0.4071   0.6281   0.3211   0.4202
4    0.9795   0.2439   0.3199   0.3164   0.97     0.3156   0.6663   0.5237
5    0.1496   0.4964   0.394    0.7385   0.739    0.0775   0.2694   0.7376
6    0.6142   0.537    0.0992   0.355    0.2416   0.7096   0.4815   0.2731
7    0.1679   0.0603   0.5936   0.9406   0.2273   0.6817   0.2254   0.4157
8    0.0546   0.3397   0.4063   0.6334   0.754    0.2875   0.9653   0.804
9    0.2453   0.6803   0.3551   0.2475   0.8173   0.1516   0.4856   0.859
10   0.9652   0.0294   0.8304   0.5556   0.8504   0.9274   0.8854   0.099
11   0.1615   0.2557   0.1599   0.3878   0.466    0.5126   0.597    0.424
12   0.3718   0.7359   0.1494   0.8716   0.7644   0.3879   0.2367   0.1506
13   0.7897   0.7059   0.5144   0.7151   0.9192   0.9842   0.4613   0.4274
14   0.1968   0.1175   0.1601   0.9248   0.1955   0.4076   0.4073   0.5025
15   0.2752   0.7358   0.4774   0.6107   0.7416   0.0312   0.2935   0.7571
16   0.6717   0.6009   0.2919   0.7079   0.0883   0.2418   0.0347   0.4313
17   0.6447   0.5768   0.0716   0.4809   0.372    0.5443   0.3434   0.3398
18   0.6099   0.6872   0.4976   0.8621   0.3126   0.0196   0.1145   0.4339
19   0.1914   0.43     0.9859   0.2101   0.4891   0.3679   0.0918   0.6568

:      9        10       11       12       13       14       15       16     :=
1    0.8237   0.8531   0.4675   0.5617   0.4695   0.2117   0.927    0.4574
2    0.6506   0.8699   0.7559   0.5508   0.8575   0.77     0.4416   0.5483
3    0.3352   0.2452   0.8828   0.0581   0.4628   0.1314   0.5529   0.8558
4    0.4017   0.1107   0.96     0.7651   0.5115   0.4411   0.3278   0.3633
5    0.9576   0.8493   0.3146   0.9872   0.9703   0.7673   0.369    0.2207
6    0.666    0.2239   0.3364   0.0477   0.3048   0.032    0.1202   0.7738
7    0.8804   0.7552   0.2884   0.9949   0.5325   0.2812   0.5453   0.2422
8    0.506    0.1621   0.3704   0.2629   0.395    0.7005   0.6726   0.1877
9    0.0737   0.5832   0.3833   0.9763   0.7458   0.859    0.8911   0.5229
10   0.5993   0.9399   0.4731   0.7904   0.2812   0.3805   0.7915   0.4279
11   0.3755   0.7027   0.8373   0.5301   0.2072   0.3921   0.2064   0.1242
12   0.2728   0.5769   0.9337   0.0554   0.1792   0.5332   0.8798   0.6195
13   0.3296   0.5424   0.2508   0.5269   0.0015   0.5932   0.1269   0.1471
14   0.9803   0.7471   0.6332   0.2788   0.0317   0.162    0.1249   0.2406
15   0.4263   0.821    0.7455   0.9429   0.0211   0.7791   0.0036   0.7429
16   0.0086   0.141    0.5205   0.2147   0.8566   0.8128   0.852    0.9848
17   0.3239   0.5813   0.932    0.3389   0.7293   0.9854   0.6668   0.7732
18   0.8297   0.5538   0.4777   0.4644   0.3094   0.8247   0.3183   0.02
19   0.2278   0.1668   0.8988   0.9981   0.2029   0.7647   0.5787   0.9303
;

