set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

set I := 1 2 3;

param 
v [*,*]
:      1        2        3       :=
1    0.9509   0.4404   0.3549
2    0.6186   0.9978   0.7774
3    0.3298   0.6801   0.4865
4    0.3402   0.9432   0.3658
5    0.7707   0.5379   0.7338
6    0.0492   0.7936   0.6264
7    0.0228   0.8351   0.1272
8    0.2248   0.4513   0.2744
9    0.8496   0.0112   0.7759
10   0.4453   0.5322   0.8313
11   0.6015   0.8888   0.3004
12   0.9994   0.9657   0.7501
13   0.4007   0.8729   0.9595
14   0.4273   0.4344   0.4167
15   0.8413   0.2204   0.6295
16   0.8074   0.2881   0.4209
17   0.6517   0.4929   0.1412
;

