set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.2766   0.0642   0.1252   0.2777   0.5487   0.0536
2    0.8799   0.2267   0.596    0.4341   0.6289   0.2644
3    0.0334   0.3211   0.1054   0.1392   0.9276   0.1212
4    0.3512   0.0474   0.5342   0.5799   0.3703   0.1332
5    0.7347   0.3556   0.7705   0.9581   0.4732   0.9853
6    0.8967   0.8885   0.7183   0.6801   0.5805   0.81
7    0.3361   0.443    0.1984   0.9016   0.5046   0.8576
8    0.7589   0.7287   0.4043   0.4916   0.5923   0.9002
9    0.8538   0.1491   0.7698   0.8348   0.9292   0.3818
10   0.9721   0.9012   0.1182   0.5776   0.5708   0.9924
11   0.9251   0.311    0.3098   0.5409   0.1089   0.3097
12   0.7045   0.9982   0.0942   0.7968   0.7647   0.8374
;

