set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

param 
v [*,*]
:      1        2        3        4        5        6        7        8      :=
1    0.5285   0.789    0.0764   0.723    0.2099   0.4664   0.9883   0.6883
2    0.6697   0.1458   0.664    0.8183   0.6393   0.5367   0.1      0.0118
3    0.6209   0.5923   0.7692   0.6407   0.078    0.5341   0.0337   0.612
4    0.5221   0.7968   0.8716   0.8301   0.6213   0.1833   0.4645   0.7137
5    0.653    0.3809   0.9504   0.9742   0.1437   0.0933   0.1591   0.2987
6    0.9563   0.2419   0.0926   0.1023   0.2361   0.1887   0.869    0.2149
7    0.1138   0.4175   0.9384   0.2889   0.4381   0.4396   0.49     0.1018
8    0.8675   0.0915   0.7948   0.2382   0.0417   0.804    0.7221   0.0784
9    0.294    0.3855   0.2944   0.4587   0.0164   0.0572   0.8544   0.6189
10   0.8995   0.8177   0.5229   0.2854   0.9002   0.5655   0.2736   0.4728
11   0.1045   0.1656   0.5767   0.2493   0.3107   0.8438   0.5113   0.835
12   0.283    0.591    0.4032   0.7191   0.4049   0.5121   0.6159   0.1751
13   0.9418   0.0058   0.4145   0.4594   0.9534   0.7238   0.9901   0.3528
14   0.3723   0.2377   0.352    0.1164   0.2644   0.7651   0.0567   0.0218
15   0.3862   0.42     0.6036   0.4213   0.7531   0.7488   0.8355   0.8698
16   0.1348   0.7594   0.5738   0.5354   0.6528   0.7857   0.2242   0.375
17   0.8857   0.7738   0.2561   0.3413   0.7047   0.6956   0.2561   0.9767
18   0.6489   0.7479   0.7011   0.3575   0.6086   0.6803   0.3814   0.4297
19   0.5061   0.1912   0.5259   0.4403   0.7542   0.7112   0.7953   0.2063
20   0.1943   0.3935   0.9748   0.0394   0.3248   0.7112   0.3205   0.127

:      9        10       11       12       13       14       15       16     :=
1    0.9722   0.003    0.3193   0.7735   0.9079   0.0296   0.3675   0.2112
2    0.2451   0.7832   0.8431   0.6268   0.8597   0.1321   0.8529   0.323
3    0.6274   0.5949   0.3686   0.137    0.1364   0.7329   0.0275   0.1737
4    0.4166   0.5072   0.5579   0.479    0.0048   0.841    0.9874   0.6689
5    0.8802   0.17     0.8129   0.9022   0.0013   0.6814   0.3641   0.5414
6    0.1578   0.5048   0.8558   0.846    0.8117   0.426    0.8346   0.5234
7    0.3983   0.4913   0.5654   0.872    0.3436   0.005    0.2047   0.2679
8    0.0786   0.4278   0.8618   0.8025   0.5935   0.0705   0.5197   0.7619
9    0.0593   0.2097   0.7462   0.4081   0.1526   0.3474   0.1268   0.2608
10   0.5679   0.2293   0.8913   0.8401   0.2973   0.4334   0.1636   0.7998
11   0.6087   0.1358   0.7477   0.66     0.4207   0.0089   0.4845   0.6917
12   0.5287   0.7682   0.6687   0.4658   0.6962   0.7477   0.9915   0.0276
13   0.1808   0.0683   0.5862   0.6127   0.5153   0.3205   0.0549   0.8557
14   0.2433   0.5508   0.9153   0.1773   0.5626   0.5488   0.1341   0.5738
15   0.0689   0.1348   0.1401   0.363    0.1235   0.1524   0.6072   0.0928
16   0.7273   0.0162   0.0431   0.9886   0.2628   0.2668   0.5413   0.6579
17   0.945    0.9926   0.6648   0.5854   0.3127   0.1781   0.9666   0.6618
18   0.2779   0.3896   0.4388   0.8702   0.5788   0.1401   0.2123   0.0234
19   0.7649   0.7692   0.9593   0.8624   0.8825   0.9934   0.899    0.7744
20   0.7609   0.5939   0.2786   0.5609   0.1994   0.9074   0.7895   0.5445

:      17      :=
1    0.4368
2    0.7502
3    0.3744
4    0.2003
5    0.4959
6    0.1886
7    0.2236
8    0.6977
9    0.2973
10   0.3967
11   0.1962
12   0.939
13   0.7972
14   0.8699
15   0.0827
16   0.4265
17   0.7006
18   0.3903
19   0.0257
20   0.0085
;

