set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*]
:      1        2        3        4        5        6        7        8      :=
1    0.4052   0.5138   0.5563   0.6241   0.1592   0.2592   0.553    0.5598
2    0.5444   0.986    0.0557   0.0232   0.5335   0.7577   0.2431   0.8138
3    0.6108   0.6619   0.8575   0.2544   0.5508   0.3049   0.6666   0.6847
4    0.9028   0.5745   0.0338   0.5966   0.181    0.1965   0.0698   0.1316
5    0.2591   0.7508   0.7247   0.6024   0.4274   0.4579   0.2434   0.3503
6    0.0919   0.2061   0.3106   0.1314   0.8283   0.3814   0.7544   0.5143
7    0.706    0.0425   0.798    0.0723   0.6739   0.3694   0.0305   0.4115
8    0.0406   0.2624   0.0328   0.1185   0.6696   0.5972   0.097    0.6125
9    0.5456   0.4205   0.7017   0.0967   0.2924   0.5307   0.5157   0.3149
10   0.4611   0.1641   0.8251   0.422    0.8369   0.371    0.3898   0.4069
11   0.6408   0.6205   0.1307   0.0855   0.9922   0.3701   0.5254   0.9537
12   0.98     0.7936   0.0835   0.5292   0.5338   0.4882   0.4807   0.2663
13   0.004    0.2633   0.4635   0.4041   0.4874   0.9722   0.9964   0.1326
14   0.9655   0.3427   0.485    0.9488   0.9207   0.6103   0.0415   0.5319
15   0.5853   0.1576   0.9792   0.2411   0.8614   0.5678   0.168    0.7154
16   0.6457   0.0843   0.6264   0.6361   0.5234   0.9878   0.7691   0.3653
17   0.4088   0.0769   0.4858   0.7008   0.1643   0.8711   0.4716   0.2778
18   0.2985   0.6659   0.9249   0.6047   0.2468   0.9658   0.8442   0.1052

:      9        10       11       12       13       14       15       16     :=
1    0.4161   0.6265   0.0373   0.7454   0.8303   0.2171   0.8535   0.4448
2    0.3889   0.8451   0.3715   0.7061   0.8944   0.3229   0.3423   0.2074
3    0.438    0.7446   0.4677   0.4148   0.9264   0.1568   0.5276   0.3308
4    0.7439   0.2666   0.2582   0.8973   0.3367   0.3887   0.9518   0.8238
5    0.0656   0.4813   0.6614   0.1804   0.7693   0.0462   0.1601   0.5274
6    0.8236   0.9556   0.949    0.144    0.2288   0.584    0.3678   0.7482
7    0.9241   0.2551   0.1675   0.5015   0.8428   0.5709   0.0208   0.6083
8    0.6519   0.6358   0.4146   0.2139   0.955    0.8846   0.0599   0.4386
9    0.5324   0.1711   0.1246   0.3692   0.6043   0.3363   0.5913   0.3363
10   0.0081   0.4138   0.9835   0.0465   0.2251   0.4982   0.0512   0.4262
11   0.5909   0.3655   0.0932   0.1521   0.7462   0.9141   0.3555   0.9505
12   0.2998   0.5815   0.6652   0.2756   0.25     0.7607   0.7156   0.7236
13   0.1163   0.1299   0.0214   0.3808   0.6132   0.0262   0.6013   0.5556
14   0.3738   0.0911   0.579    0.3311   0.6581   0.2157   0.6222   0.9558
15   0.4818   0.252    0.5364   0.0147   0.9932   0.0232   0.594    0.2543
16   0.43     0.8579   0.6699   0.9515   0.6488   0.8053   0.7876   0.9076
17   0.9285   0.2854   0.9924   0.5959   0.734    0.9591   0.5813   0.033
18   0.2059   0.6512   0.7449   0.2302   0.8977   0.8972   0.2165   0.227
;

