set P := 1 2 3;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13;

param 
v [*,*] (tr)
:      1        2        3       :=
1    0.6323   0.6408   0.3067
2    0.6518   0.8178   0.2669
3    0.2149   0.0853   0.8616
4    0.811    0.2035   0.2435
5    0.5399   0.7719   0.2423
6    0.1286   0.5456   0.0022
7    0.8338   0.2258   0.9261
8    0.782    0.1366   0.2418
9    0.5307   0.4657   0.177
10   0.8269   0.4465   0.9556
11   0.0352   0.4226   0.2222
12   0.9487   0.5806   0.4874
13   0.5298   0.2896   0.4922
;

