set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.1461   0.765    0.668    0.9757   0.8001
2    0.1782   0.8743   0.2739   0.3052   0.0787
3    0.6652   0.7669   0.6528   0.044    0.8772
4    0.218    0.0293   0.7639   0.8462   0.7839
5    0.1366   0.3647   0.0625   0.4851   0.4118
6    0.8266   0.0354   0.2518   0.0109   0.6138
7    0.0947   0.2929   0.9037   0.7805   0.6419
8    0.5806   0.1885   0.8815   0.346    0.1679
9    0.3722   0.7059   0.5757   0.4762   0.4472
10   0.1979   0.1795   0.6205   0.4566   0.2472
11   0.3101   0.9858   0.5739   0.7353   0.2101
12   0.1733   0.1795   0.1364   0.2437   0.7615
13   0.0048   0.723    0.9876   0.2177   0.3258
14   0.8406   0.1589   0.3326   0.6458   0.4898
15   0.4882   0.1259   0.9157   0.8677   0.663
16   0.7473   0.5931   0.1149   0.1584   0.3969
;

