set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7        8      :=
1    0.2502   0.0349   0.2167   0.4508   0.9148   0.2955   0.8684   0.0313
2    0.7287   0.8017   0.1774   0.9812   0.928    0.7451   0.1839   0.9084
3    0.0399   0.3011   0.0263   0.4965   0.9669   0.766    0.0842   0.4787
4    0.2063   0.9942   0.9918   0.3044   0.0186   0.1507   0.6802   0.2068
5    0.2131   0.4337   0.516    0.86     0.0379   0.5852   0.7437   0.1379
6    0.594    0.9553   0.7208   0.7966   0.6086   0.9847   0.5295   0.5086
7    0.6705   0.5885   0.5302   0.2666   0.3171   0.7661   0.427    0.9808
8    0.2505   0.5277   0.4363   0.4089   0.6601   0.6215   0.3608   0.0344
9    0.1269   0.8189   0.6306   0.1713   0.5757   0.121    0.1623   0.4763
10   0.2022   0.011    0.1847   0.484    0.8235   0.1285   0.4478   0.0803
11   0.6667   0.2737   0.327    0.065    0.2098   0.0401   0.6436   0.2704
12   0.1852   0.5514   0.4295   0.7002   0.9532   0.2012   0.7853   0.878
13   0.5355   0.3768   0.7684   0.2989   0.1542   0.4524   0.912    0.6528
14   0.4875   0.6019   0.4179   0.9241   0.7049   0.5233   0.4468   0.7834
15   0.6725   0.0624   0.0573   0.5848   0.4249   0.7104   0.5047   0.629
16   0.5289   0.8714   0.0116   0.5903   0.9372   0.4491   0.1923   0.3703
17   0.6391   0.4688   0.5676   0.6593   0.0183   0.2799   0.6402   0.1622
18   0.7452   0.0855   0.6921   0.349    0.1387   0.6756   0.5807   0.8951
19   0.7854   0.8811   0.3882   0.4503   0.9244   0.1704   0.8437   0.0875
20   0.8502   0.3343   0.2426   0.8476   0.4705   0.0734   0.5724   0.3735

:      9        10       11       12       13       14       15       16     :=
1    0.9593   0.5466   0.0987   0.81     0.0583   0.9327   0.6229   0.7454
2    0.1325   0.013    0.8473   0.7584   0.3234   0.5659   0.2762   0.3615
3    0.138    0.2967   0.6165   0.4997   0.5125   0.338    0.1169   0.3858
4    0.0865   0.0547   0.795    0.411    0.2125   0.4472   0.8092   0.6715
5    0.782    0.0491   0.2402   0.9173   0.4797   0.667    0.1277   0.6541
6    0.9191   0.6921   0.4907   0.4721   0.5187   0.6781   0.8602   0.6154
7    0.7558   0.3603   0.0067   0.2708   0.9034   0.9253   0.2071   0.7942
8    0.938    0.093    0.8525   0.0933   0.9959   0.0443   0.0008   0.8823
9    0.3658   0.9069   0.1897   0.2746   0.4882   0.4363   0.2256   0.0804
10   0.7305   0.0473   0.7198   0.8377   0.8985   0.26     0.764    0.7159
11   0.7838   0.1368   0.4402   0.1777   0.9285   0.1687   0.9165   0.8113
12   0.3973   0.1768   0.0407   0.0851   0.3889   0.7893   0.5028   0.471
13   0.6011   0.2834   0.3514   0.7757   0.3183   0.1716   0.485    0.1222
14   0.8509   0.5099   0.5886   0.3949   0.0131   0.9085   0.7888   0.1884
15   0.5251   0.2551   0.0895   0.58     0.2961   0.8971   0.3953   0.377
16   0.6294   0.4419   0.3856   0.3236   0.0602   0.6683   0.5304   0.6143
17   0.102    0.7145   0.7272   0.5679   0.353    0.8524   0.0951   0.2797
18   0.4648   0.398    0.085    0.9848   0.2042   0.9448   0.4108   0.1388
19   0.7402   0.989    0.6232   0.824    0.1902   0.4247   0.9998   0.2878
20   0.2617   0.3551   0.9758   0.5217   0.1749   0.1541   0.6873   0.7162

:      17      :=
1    0.9067
2    0.0368
3    0.0084
4    0.7878
5    0.1651
6    0.1652
7    0.296
8    0.2456
9    0.3956
10   0.2841
11   0.1963
12   0.8654
13   0.4656
14   0.6642
15   0.0528
16   0.1357
17   0.0316
18   0.2147
19   0.0806
20   0.5101
;

