set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.8333   0.2019   0.156    0.921
2    0.4421   0.7574   0.3296   0.9312
3    0.8519   0.5209   0.2071   0.4917
4    0.3966   0.955    0.4889   0.9867
5    0.7765   0.6808   0.4514   0.1084
6    0.2383   0.5372   0.6119   0.0993
7    0.794    0.2905   0.262    0.3376
8    0.4061   0.0843   0.2969   0.554
9    0.8876   0.1206   0.1986   0.7097
10   0.2534   0.5447   0.9807   0.4076
11   0.6241   0.6829   0.2517   0.0323
12   0.8259   0.1097   0.5334   0.8577
;

