set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.9408   0.051    0.4375   0.2437
2    0.1168   0.5304   0.6222   0.7389
3    0.1695   0.4586   0.8456   0.1648
4    0.3866   0.8246   0.8289   0.8546
5    0.3609   0.4938   0.4662   0.5078
6    0.7644   0.5244   0.2933   0.1954
7    0.5876   0.2175   0.8981   0.4256
8    0.6936   0.5009   0.7946   0.5032
9    0.9115   0.6782   0.371    0.6197
10   0.9693   0.175    0.098    0.61
11   0.2374   0.1722   0.9989   0.0522
12   0.2521   0.4623   0.9598   0.4646
13   0.776    0.125    0.3108   0.3053
14   0.2248   0.3063   0.6679   0.6889
;

