set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.6744   0.7384   0.7989   0.4113   0.106    0.0009   0.7458
2    0.0169   0.8477   0.8051   0.4008   0.5023   0.295    0.6904
3    0.525    0.4545   0.1368   0.5973   0.217    0.1337   0.484
4    0.7556   0.0036   0.8055   0.3481   0.0799   0.7672   0.7144
5    0.722    0.1621   0.0328   0.1429   0.4561   0.3521   0.5876
6    0.3373   0.0653   0.508    0.4247   0.401    0.8659   0.2075
7    0.2429   0.6642   0.3771   0.0375   0.7343   0.1586   0.3464
8    0.1907   0.8425   0.7534   0.1295   0.8842   0.5114   0.1195
9    0.3393   0.0048   0.4552   0.5569   0.7721   0.1767   0.354
10   0.0642   0.19     0.0354   0.5574   0.695    0.763    0.8568
11   0.3033   0.8405   0.6153   0.1041   0.4584   0.8457   0.9637
12   0.4331   0.2677   0.1596   0.4676   0.5768   0.1816   0.1294
13   0.2796   0.0388   0.8662   0.3724   0.5613   0.1982   0.0552
14   0.7877   0.5793   0.3698   0.2688   0.6518   0.8149   0.0781
15   0.3667   0.8347   0.9074   0.8058   0.6718   0.5436   0.5472
16   0.8766   0.5579   0.5094   0.2153   0.9282   0.2957   0.7694
17   0.1972   0.6462   0.1037   0.9683   0.6018   0.0839   0.183
;

