set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.1798   0.521    0.1246   0.8497   0.7686   0.7704
2    0.501    0.0349   0.2363   0.1945   0.2196   0.1011
3    0.0697   0.3672   0.581    0.1082   0.8913   0.5909
4    0.5806   0.9824   0.4074   0.9096   0.9877   0.2721
5    0.9688   0.5213   0.5458   0.8944   0.1514   0.8189
6    0.168    0.6404   0.0065   0.5017   0.296    0.2015
7    0.8455   0.5171   0.1977   0.8759   0.5815   0.2795
8    0.5955   0.8499   0.6385   0.8617   0.0554   0.1171
9    0.1025   0.2782   0.8128   0.6994   0.2851   0.002
10   0.6569   0.3716   0.3369   0.1145   0.3085   0.5699
11   0.3297   0.2016   0.3375   0.218    0.9125   0.2408
12   0.117    0.9873   0.1864   0.447    0.6602   0.4842
13   0.501    0.1094   0.266    0.5653   0.0929   0.5675
14   0.2183   0.093    0.4622   0.649    0.9212   0.2368
15   0.0111   0.8413   0.4189   0.6387   0.6035   0.6203
16   0.0855   0.8508   0.3447   0.1159   0.4853   0.6698
17   0.5884   0.4999   0.1307   0.8776   0.3077   0.1084
18   0.7389   0.4857   0.1987   0.978    0.6156   0.5979
;

