set P := 1 2 3 4;

set I := 1 2 3 4 5 6 7 8 9 10 11;

param 
v [*,*] (tr)
:      1        2        3        4       :=
1    0.8509   0.3899   0.525    0.2823
2    0.5114   0.2664   0.9796   0.1973
3    0.2209   0.6141   0.4803   0.8719
4    0.6963   0.1215   0.7729   0.5501
5    0.3849   0.39     0.7783   0.0055
6    0.3381   0.3771   0.4393   0.7652
7    0.2604   0.5082   0.3068   0.2033
8    0.4424   0.4852   0.4717   0.1631
9    0.5133   0.1286   0.1456   0.2492
10   0.7475   0.9226   0.1019   0.2161
11   0.8151   0.5825   0.2321   0.293
;

