set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.7632   0.2581   0.8688   0.5529   0.6193
2    0.8982   0.2492   0.5589   0.7466   0.3452
3    0.2891   0.5573   0.0967   0.5547   0.4492
4    0.4573   0.3236   0.4916   0.1209   0.7831
5    0.9701   0.49     0.7101   0.4416   0.0707
6    0.1209   0.4318   0.0719   0.3455   0.104
7    0.7517   0.6225   0.0116   0.4048   0.137
8    0.1732   0.8076   0.6686   0.7822   0.3727
9    0.1207   0.6434   0.4635   0.1895   0.4221
10   0.0982   0.5609   0.153    0.9343   0.0817
11   0.4501   0.7859   0.7068   0.2001   0.5625
12   0.0966   0.8231   0.1704   0.8427   0.0385
13   0.2916   0.1872   0.4586   0.7751   0.5462
14   0.8127   0.7678   0.7432   0.8353   0.4699
15   0.2688   0.5368   0.0936   0.2433   0.8107
16   0.6235   0.4208   0.9741   0.6602   0.1848
17   0.6766   0.7785   0.7614   0.1236   0.5872
;

