set P := 1 2 3;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

param 
v [*,*] (tr)
:      1        2        3       :=
1    0.0777   0.3282   0.8947
2    0.887    0.9156   0.8272
3    0.0897   0.8173   0.9975
4    0.7583   0.9941   0.1529
5    0.313    0.1331   0.3997
6    0.6645   0.2293   0.8802
7    0.855    0.0534   0.3617
8    0.9905   0.1044   0.7523
9    0.9096   0.9846   0.7646
10   0.2168   0.7744   0.8783
11   0.4151   0.5677   0.1862
12   0.806    0.2674   0.241
13   0.8229   0.5036   0.6656
14   0.3907   0.0399   0.4383
15   0.1919   0.9689   0.172
16   0.2855   0.7459   0.9703
17   0.0091   0.5832   0.2951
;

