set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.2905   0.7818   0.4304   0.0796   0.1833   0.3135
2    0.6813   0.6281   0.0609   0.3447   0.3068   0.3819
3    0.5741   0.8787   0.5145   0.0891   0.3002   0.0479
4    0.0471   0.8256   0.0372   0.0251   0.528    0.9496
5    0.8991   0.2725   0.6744   0.4519   0.6611   0.9241
6    0.1445   0.1205   0.6809   0.6803   0.8598   0.462
7    0.4788   0.4664   0.0789   0.4592   0.8137   0.3563
8    0.7722   0.7191   0.0749   0.351    0.7164   0.8488
9    0.5104   0.0004   0.7847   0.3647   0.6335   0.4664
10   0.4859   0.5061   0.88     0.0086   0.7339   0.998
11   0.8782   0.0079   0.1845   0.1904   0.7349   0.6967
12   0.371    0.867    0.4005   0.5011   0.8459   0.19
13   0.0027   0.4544   0.6906   0.8286   0.6548   0.628
14   0.6815   0.7963   0.8265   0.8804   0.1343   0.4135
15   0.4535   0.9352   0.7428   0.8238   0.6171   0.3648
16   0.1147   0.9166   0.7357   0.2371   0.7696   0.5364
17   0.5768   0.8827   0.1628   0.0803   0.4025   0.9442
;

