set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.5195   0.2285   0.6814   0.7239   0.4125   0.8949
2    0.7931   0.7518   0.046    0.48     0.4164   0.2218
3    0.4527   0.401    0.5444   0.4012   0.2045   0.121
4    0.4726   0.6297   0.9233   0.5614   0.7216   0.4808
5    0.4102   0.5059   0.9372   0.5033   0.4216   0.2864
6    0.9421   0.9158   0.8764   0.082    0.7662   0.0889
7    0.5635   0.4113   0.5294   0.6586   0.0563   0.6872
8    0.2063   0.3084   0.5973   0.6567   0.1554   0.3262
9    0.0669   0.1942   0.8924   0.7751   0.8712   0.629
10   0.9528   0.7429   0.291    0.1301   0.5634   0.4584
11   0.5468   0.9492   0.5058   0.5843   0.9436   0.013
12   0.0754   0.208    0.7548   0.4001   0.3341   0.6308
13   0.9212   0.8356   0.5004   0.4486   0.4481   0.4311
14   0.4787   0.2861   0.3652   0.2853   0.5513   0.4253
15   0.0798   0.7566   0.7283   0.5384   0.3079   0.5376
16   0.4813   0.7701   0.3079   0.0982   0.6884   0.3138
17   0.3363   0.5992   0.7809   0.7437   0.6941   0.119
18   0.1487   0.5493   0.5915   0.2852   0.9557   0.2137
19   0.9539   0.1053   0.4955   0.4591   0.639    0.7222
;

