set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.1296   0.0143   0.256    0.8347   0.8456
2    0.3287   0.992    0.0151   0.9826   0.1509
3    0.5965   0.2753   0.7925   0.2967   0.7473
4    0.2848   0.044    0.2736   0.4621   0.3535
5    0.1463   0.3657   0.143    0.3677   0.4454
6    0.2184   0.4511   0.3792   0.5626   0.6694
7    0.1118   0.9284   0.8804   0.7311   0.3522
8    0.1103   0.3909   0.3757   0.5764   0.4607
9    0.8638   0.4809   0.6413   0.6609   0.554
10   0.369    0.7906   0.0882   0.2408   0.364
11   0.6629   0.6891   0.8948   0.8424   0.6601
12   0.9419   0.0699   0.6832   0.9332   0.2666
13   0.806    0.0516   0.694    0.937    0.407
14   0.4673   0.4061   0.6123   0.0509   0.9375
15   0.2079   0.7298   0.3956   0.7489   0.0433
16   0.6116   0.4724   0.4059   0.0864   0.2016
17   0.905    0.3879   0.5933   0.4916   0.1805
18   0.5003   0.3414   0.7773   0.6118   0.753
;

