set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*]
:      1        2        3        4        5        6        7        8      :=
1    0.1012   0.0636   0.8816   0.4011   0.459    0.3877   0.6406   0.3108
2    0.5686   0.5271   0.1373   0.3043   0.9285   0.1427   0.5733   0.2513
3    0.2386   0.0935   0.5685   0.2011   0.6026   0.4301   0.1756   0.8254
4    0.7381   0.4155   0.9495   0.0091   0.5881   0.645    0.0317   0.241
5    0.0034   0.5378   0.4698   0.1628   0.8259   0.9857   0.4723   0.976
6    0.2055   0.192    0.1744   0.3097   0.1677   0.9159   0.5666   0.081
7    0.2822   0.4043   0.4572   0.2143   0.6989   0.4517   0.9696   0.708
8    0.3217   0.4671   0.3459   0.8431   0.387    0.4366   0.1893   0.4113
9    0.7624   0.398    0.1634   0.8268   0.0186   0.6796   0.287    0.2739
10   0.2645   0.9284   0.7592   0.4378   0.7311   0.0748   0.3308   0.6973
11   0.8388   0.8549   0.3714   0.1334   0.9992   0.7667   0.8327   0.6703
12   0.8797   0.9784   0.98     0.3016   0.871    0.0778   0.0215   0.4922
13   0.5605   0.8886   0.84     0.2192   0.9515   0.8786   0.9894   0.2057
14   0.9047   0.8769   0.8215   0.2062   0.9146   0.9746   0.4861   0.3577
15   0.4122   0.3053   0.8563   0.526    0.5721   0.1137   0.6606   0.7164
16   0.7216   0.4747   0.6025   0.7506   0.2798   0.3785   0.6252   0.1928
17   0.8314   0.1209   0.8776   0.8158   0.1372   0.1629   0.1647   0.8413
18   0.7692   0.6394   0.2594   0.7813   0.745    0.9316   0.4636   0.7384
19   0.7411   0.7232   0.4217   0.8145   0.6      0.3772   0.3704   0.6765

:      9        10       11       12       13       14       15       16     :=
1    0.4323   0.7172   0.121    0.4439   0.5473   0.495    0.4367   0.7372
2    0.7846   0.2214   0.4376   0.7625   0.667    0.3315   0.4913   0.7572
3    0.2335   0.7203   0.8654   0.355    0.1058   0.8307   0.3296   0.9971
4    0.168    0.3067   0.0003   0.6779   0.8931   0.4081   0.2183   0.3002
5    0.7405   0.5106   0.1382   0.1315   0.9274   0.9913   0.0332   0.5665
6    0.5951   0.8118   0.9249   0.5109   0.1688   0.5655   0.7781   0.4464
7    0.1668   0.0376   0.7447   0.7232   0.4114   0.1801   0.6926   0.846
8    0.0481   0.2139   0.5079   0.069    0.9879   0.0726   0.973    0.0459
9    0.7542   0.8846   0.8339   0.1132   0.0623   0.3569   0.0382   0.5658
10   0.7594   0.2157   0.1124   0.4754   0.433    0.7095   0.5174   0.0304
11   0.5131   0.2042   0.2357   0.2148   0.9888   0.9076   0.7135   0.3329
12   0.0221   0.8991   0.7328   0.2614   0.1004   0.5447   0.0449   0.422
13   0.2122   0.1287   0.0935   0.5612   0.5558   0.3682   0.1263   0.4879
14   0.0809   0.1091   0.0687   0.234    0.6714   0.1362   0.911    0.0435
15   0.9247   0.8576   0.5838   0.0417   0.0499   0.404    0.9785   0.6908
16   0.0872   0.4318   0.2445   0.3334   0.0281   0.2486   0.2701   0.2088
17   0.3363   0.1618   0.6225   0.6306   0.4406   0.1524   0.4268   0.7584
18   0.9085   0.8849   0.3586   0.9581   0.2556   0.3342   0.6485   0.2777
19   0.3436   0.8399   0.9845   0.753    0.2304   0.2413   0.733    0.6155
;

