set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.7162   0.9779   0.3863   0.1003   0.2913
2    0.9418   0.1902   0.3645   0.9956   0.9852
3    0.5763   0.6675   0.2796   0.8894   0.6429
4    0.8165   0.702    0.4531   0.4652   0.0856
5    0.0417   0.2275   0.8507   0.884    0.2842
6    0.9625   0.182    0.2066   0.6185   0.9103
7    0.6632   0.8636   0.6805   0.4588   0.3368
8    0.2602   0.5737   0.7456   0.666    0.2349
9    0.9244   0.1848   0.3322   0.3657   0.4807
10   0.0655   0.9739   0.7716   0.6971   0.7729
11   0.0968   0.0789   0.0668   0.4473   0.2117
12   0.8036   0.5642   0.8172   0.9863   0.8332
13   0.172    0.4689   0.9454   0.5367   0.6383
14   0.3238   0.6542   0.2074   0.785    0.2331
15   0.7226   0.5565   0.841    0.2505   0.1909
16   0.4012   0.3982   0.8287   0.3773   0.0886
17   0.1509   0.6058   0.9098   0.2425   0.5549
;

