set P := 1 2 3 4 5 6 7 8 9 10;

set I := 1 2 3 4;

param 
v [*,*]
:      1        2        3        4       :=
1    0.0614   0.34     0.3559   0.3567
2    0.916    0.7508   0.3003   0.2876
3    0.4191   0.3353   0.4215   0.9683
4    0.1588   0.3417   0.677    0.9058
5    0.2776   0.8006   0.2456   0.8187
6    0.6432   0.8703   0.224    0.0392
7    0.7787   0.2755   0.7407   0.0716
8    0.5993   0.4414   0.9181   0.9588
9    0.7324   0.3667   0.9553   0.5672
10   0.424    0.3918   0.7374   0.0659
;

