set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.3487   0.3959   0.18     0.8518   0.286    0.1209
2    0.3531   0.8976   0.9038   0.0958   0.4812   0.1012
3    0.8948   0.1987   0.9914   0.0919   0.0895   0.1985
4    0.5287   0.1546   0.2677   0.6123   0.6712   0.1821
5    0.3871   0.2992   0.4557   0.7659   0.2373   0.5037
6    0.8145   0.8825   0.8423   0.1876   0.9107   0.9458
7    0.1044   0.7976   0.2482   0.8798   0.487    0.0108
8    0.2777   0.3909   0.7875   0.6006   0.3776   0.1557
9    0.5859   0.1319   0.9754   0.277    0.3938   0.8726
10   0.6496   0.6852   0.5962   0.5427   0.0807   0.6476
11   0.1872   0.6285   0.9875   0.6094   0.2455   0.8143
12   0.5926   0.6279   0.4496   0.0248   0.4583   0.4589
13   0.8131   0.1492   0.2      0.2017   0.3865   0.871
14   0.4235   0.7822   0.5294   0.6669   0.7984   0.6143
15   0.5712   0.8164   0.5949   0.7982   0.036    0.1305
16   0.8295   0.2704   0.7068   0.2057   0.0825   0.746
;

