set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.5578   0.7715   0.5961   0.4308   0.3412   0.4149
2    0.3275   0.0221   0.3434   0.1734   0.0697   0.6094
3    0.7861   0.7292   0.1067   0.7814   0.3099   0.9485
4    0.4804   0.3852   0.4717   0.556    0.5514   0.6443
5    0.0283   0.7234   0.1093   0.8273   0.8383   0.9226
6    0.3099   0.8749   0.1076   0.3325   0.2087   0.3685
7    0.33     0.123    0.5802   0.3316   0.5847   0.4197
8    0.1551   0.1725   0.7184   0.1348   0.3143   0.5399
9    0.2251   0.783    0.497    0.648    0.3857   0.4475
10   0.0488   0.3119   0.6995   0.5413   0.0134   0.5767
11   0.8265   0.8707   0.5391   0.1066   0.1378   0.4179
12   0.5245   0.6458   0.4696   0.9884   0.5318   0.7983
13   0.7886   0.4023   0.7523   0.3694   0.3536   0.7254
;

