set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.7497   0.3137   0.1871   0.9526   0.2589
2    0.9291   0.2365   0.1278   0.9705   0.966
3    0.8401   0.0445   0.2251   0.811    0.0082
4    0.8247   0.3547   0.6611   0.4804   0.3111
5    0.4594   0.3158   0.6653   0.9874   0.6514
6    0.1367   0.7534   0.1679   0.9662   0.1604
7    0.0669   0.7486   0.8104   0.797    0.1945
8    0.2172   0.3812   0.842    0.5909   0.3963
9    0.4769   0.1782   0.9233   0.6894   0.5527
10   0.7764   0.5738   0.9163   0.4596   0.3645
11   0.4156   0.1397   0.2164   0.2133   0.4024
12   0.6727   0.332    0.4128   0.1113   0.0782
13   0.8552   0.2322   0.6609   0.2015   0.4439
14   0.4761   0.8671   0.929    0.8206   0.03
15   0.2688   0.4489   0.6727   0.4923   0.2418
16   0.4794   0.0622   0.1249   0.308    0.0849
;

