set P := 1 2 3;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16;

param 
v [*,*] (tr)
:      1        2        3       :=
1    0.718    0.6614   0.6062
2    0.9807   0.6848   0.3311
3    0.2239   0.7452   0.2475
4    0.6138   0.8184   0.7625
5    0.1343   0.2273   0.7833
6    0.2867   0.7842   0.1001
7    0.4887   0.8652   0.3097
8    0.5895   0.4682   0.6026
9    0.3944   0.8401   0.8522
10   0.7857   0.3255   0.8672
11   0.9289   0.4332   0.1253
12   0.2009   0.6182   0.5962
13   0.6853   0.3369   0.2206
14   0.3466   0.6569   0.5401
15   0.5644   0.9405   0.8879
16   0.9562   0.3609   0.3232
;

