solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, fileNumber
4, 0, 0.0372, 0.0372, 1, 1, 1
4, 0, 0.0051, 0.0423, 1, 2, 2
4, 0, 0.006, 0.0483, 1, 3, 3
4, 0, 0.0056, 0.0539, 1, 4, 4
4, 0, 0.0066, 0.0605, 1, 5, 5
4, 0, 0.0052, 0.0657, 1, 6, 6
4, 0, 0.0071, 0.0729, 1, 7, 7
4, 0, 0.0082, 0.0811, 1, 8, 8
4, 0, 0.0077, 0.0888, 1, 9, 9
4, 0, 0.0059, 0.0947, 1, 10, 10
4, 0, 0.0092, 0.1039, 1, 11, 11
4, 0, 0.0089, 0.1127, 1, 12, 12
4, 0, 0.0114, 0.1241, 1, 13, 13
4, 0, 0.0102, 0.1343, 1, 14, 14
4, 0, 0.0062, 0.1405, 1, 15, 15
4, 0, 0.0097, 0.1502, 1, 16, 16
4, 0, 0.0076, 0.1578, 1, 17, 17
4, 0, 0.0063, 0.1641, 1, 18, 18
4, 0, 0.007, 0.1711, 1, 19, 19
4, 0, 0.0082, 0.1793, 1, 20, 20
2, 1, 0.0137, 0.193, 2, 1, 21
2, 0, 0.0176, 0.2106, 2, 2, 22
2, 0.0404, 0.0224, 0.233, 2, 3, 23
2, 0, 0.0087, 0.2417, 2, 4, 24
2, 0, 0.0106, 0.2523, 2, 5, 25
2, 0, 0.0116, 0.2638, 2, 6, 26
2, 0, 0.0139, 0.2778, 2, 7, 27
2, 0, 0.0242, 0.3019, 2, 8, 28
2, 0, 0.0171, 0.319, 2, 9, 29
2, 0, 0.0136, 0.3326, 2, 10, 30
2, 0, 0.0289, 0.3616, 2, 11, 31
2, 0, 0.0123, 0.3739, 2, 12, 32
2, 0, 0.0153, 0.3892, 2, 13, 33
2, 0, 0.0148, 0.4039, 2, 14, 34
2, 0, 0.0176, 0.4216, 2, 15, 35
2, 0, 0.0163, 0.4379, 2, 16, 36
2, 0, 0.0114, 0.4493, 2, 17, 37
2, 0, 0.0133, 0.4626, 2, 18, 38
2, 0, 0.0146, 0.4772, 2, 19, 39
2, 0, 0.0145, 0.4917, 2, 20, 40
2, 1, 0.0153, 0.507, 3, 1, 41
2, 0.6513, 0.0801, 0.587, 3, 2, 42
2, 0.0202, 0.0166, 0.6036, 3, 3, 43
2, 0.1546, 0.0179, 0.6215, 3, 4, 44
