set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.3371   0.4946   0.2716   0.3738   0.3059   0.5204
2    0.4291   0.5668   0.9036   0.4406   0.8445   0.7163
3    0.5054   0.6155   0.8591   0.6701   0.8998   0.6266
4    0.3683   0.5702   0.9412   0.9018   0.6576   0.45
5    0.2021   0.6052   0.5526   0.158    0.3453   0.8797
6    0.338    0.9176   0.7878   0.7457   0.4674   0.3149
7    0.3168   0.1294   0.6063   0.3882   0.5491   0.8976
8    0.2349   0.0026   0.5294   0.8197   0.0024   0.3045
9    0.8629   0.1163   0.148    0.867    0.1424   0.0327
10   0.1636   0.3565   0.3222   0.1295   0.5211   0.2427
11   0.1111   0.1306   0.3133   0.8083   0.9502   0.2044
12   0.5172   0.5069   0.2975   0.8979   0.4896   0.6066
13   0.6397   0.0988   0.0719   0.5427   0.2678   0.1659
14   0.5072   0.031    0.0943   0.8969   0.3965   0.24
;

