set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.4654   0.7774   0.92     0.8879   0.8587
2    0.6662   0.1948   0.2219   0.5495   0.4635
3    0.5683   0.4123   0.3686   0.064    0.2893
4    0.5028   0.0491   0.6632   0.9498   0.366
5    0.3758   0.8481   0.9373   0.8165   0.4618
6    0.2994   0.9286   0.7984   0.2801   0.1386
7    0.5046   0.898    0.0278   0.0425   0.8239
8    0.8156   0.4584   0.6828   0.417    0.1023
9    0.5358   0.6087   0.8002   0.2623   0.034
10   0.497    0.2519   0.6718   0.8012   0.013
11   0.4536   0.504    0.6681   0.1391   0.8085
12   0.8204   0.2219   0.8797   0.8743   0.0442
13   0.8449   0.6868   0.0282   0.1682   0.0936
14   0.86     0.2028   0.6215   0.8258   0.7661
15   0.1772   0.3203   0.0365   0.4346   0.0259
;

