set P := 1 2 3 4 5 6 7 8 9 10 11;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.8619   0.6448   0.4311   0.6677   0.3249
2    0.3861   0.5327   0.3737   0.8331   0.1237
3    0.0094   0.0941   0.3853   0.6753   0.2534
4    0.4347   0.9861   0.6742   0.8099   0.3831
5    0.0152   0.3891   0.1605   0.9285   0.3408
6    0.8669   0.4665   0.8145   0.4422   0.0054
7    0.1982   0.6588   0.4149   0.46     0.6059
8    0.1537   0.9719   0.8463   0.7418   0.754
9    0.1128   0.27     0.2001   0.3823   0.9447
10   0.0329   0.883    0.289    0.9083   0.45
11   0.4385   0.9575   0.8536   0.6455   0.6919
;

