set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.3856   0.536    0.435    0.6574   0.7261   0.4528
2    0.8072   0.0661   0.6658   0.2192   0.9997   0.7192
3    0.3604   0.3105   0.3657   0.6302   0.0335   0.0069
4    0.4728   0.0949   0.6792   0.2592   0.5825   0.5598
5    0.4284   0.7926   0.6633   0.052    0.3721   0.2306
6    0.3926   0.3693   0.8561   0.8291   0.3483   0.7665
7    0.974    0.7482   0.9398   0.868    0.5259   0.5853
8    0.3062   0.0715   0.1173   0.5817   0.2413   0.816
9    0.3636   0.1726   0.9241   0.2811   0.5394   0.8262
10   0.9001   0.6812   0.6545   0.5627   0.7159   0.9177
11   0.6647   0.0355   0.7039   0.8706   0.38     0.2495
;

