set P := 1 2 3 4 5 6 7 8 9 10;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.0625   0.0487   0.671    0.0767   0.9967   0.5716
2    0.4911   0.7064   0.3392   0.4767   0.6448   0.2316
3    0.4472   0.0053   0.6277   0.3963   0.9008   0.5835
4    0.6958   0.4255   0.6225   0.2708   0.384    0.3754
5    0.4921   0.5973   0.3494   0.2325   0.9977   0.9696
6    0.0338   0.5592   0.891    0.0058   0.857    0.3795
7    0.5218   0.9915   0.975    0.7639   0.9891   0.7044
8    0.9231   0.3582   0.318    0.8646   0.6562   0.7801
9    0.9491   0.3635   0.8784   0.0345   0.9923   0.8827
10   0.397    0.2709   0.0177   0.7304   0.2601   0.2889
;

