set P := 1 2 3 4 5 6 7 8 9 10 11 12;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.6229   0.2002   0.1396   0.2678   0.6167
2    0.1741   0.8112   0.2108   0.4233   0.3401
3    0.3273   0.5715   0.7274   0.6868   0.5431
4    0.8525   0.4823   0.7288   0.6399   0.6452
5    0.4144   0.6798   0.7037   0.8661   0.992
6    0.9932   0.5659   0.545    0.1224   0.0214
7    0.4046   0.3558   0.7561   0.8268   0.9702
8    0.9784   0.8104   0.5852   0.3276   0.6607
9    0.8841   0.5626   0.0525   0.7053   0.6482
10   0.3608   0.2792   0.3331   0.3492   0.0793
11   0.5925   0.4882   0.8101   0.8583   0.2634
12   0.5145   0.5661   0.3044   0.2931   0.6077
;

